anio,seleccion_id,posicion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,participo
2014,19,5.0,Cuartos de Final,12.0,5.0,4.0,0.0,1.0,12.0,4.0,8.0,True
2018,19,9.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,6.0,3.0,3.0,True
2022,19,,no participó,,,,,,,,,False
2026,19,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,20,,no participó,,,,,,,,,False
1934,20,,no participó,,,,,,,,,False
1938,20,,no participó,,,,,,,,,False
1950,20,,no participó,,,,,,,,,False
1954,20,,no participó,,,,,,,,,False
1958,20,,no participó,,,,,,,,,False
1962,20,,no participó,,,,,,,,,False
1966,20,8.0,Cuartos de Final,3.0,4.0,1.0,1.0,2.0,5.0,9.0,-4.0,True
1970,20,,no participó,,,,,,,,,False
1974,20,,no participó,,,,,,,,,False
1978,20,,no participó,,,,,,,,,False
1982,20,,no participó,,,,,,,,,False
1986,20,,no participó,,,,,,,,,False
1990,20,,no participó,,,,,,,,,False
1994,20,,no participó,,,,,,,,,False
1998,20,,no participó,,,,,,,,,False
2002,20,,no participó,,,,,,,,,False
2006,20,,no participó,,,,,,,,,False
2010,20,32.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,12.0,-11.0,True
2014,20,,no participó,,,,,,,,,False
2018,20,,no participó,,,,,,,,,False
2022,20,,no participó,,,,,,,,,False
2026,20,,no participó,,,,,,,,,False
1930,21,,no participó,,,,,,,,,False
1934,21,,no participó,,,,,,,,,False
1938,21,,no participó,,,,,,,,,False
1950,21,,no participó,,,,,,,,,False
1954,21,16.0,Grupos 1ra Ronda,0.0,2.0,0.0,0.0,2.0,0.0,16.0,-16.0,True
1958,21,,no participó,,,,,,,,,False
1962,21,,no participó,,,,,,,,,False
1966,21,,no participó,,,,,,,,,False
1970,21,,no participó,,,,,,,,,False
1974,21,,no participó,,,,,,,,,False
1978,21,,no participó,,,,,,,,,False
1982,21,,no participó,,,,,,,,,False
1986,21,20.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,4.0,7.0,-3.0,True
1990,21,22.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,True
1994,21,20.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,4.0,5.0,-1.0,True
1998,21,30.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,9.0,-7.0,True
2002,21,4.0,Partido 3er Puesto,11.0,7.0,3.0,2.0,2.0,8.0,6.0,2.0,True
2006,21,17.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,3.0,4.0,-1.0,True
2010,21,15.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,6.0,8.0,-2.0,True
2014,21,27.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,3.0,6.0,-3.0,True
2018,21,19.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,True
2022,21,16.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,5.0,8.0,-3.0,True
2026,21,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,23,,no participó,,,,,,,,,False
1934,23,,no participó,,,,,,,,,False
1938,23,,no participó,,,,,,,,,False
1950,23,,no participó,,,,,,,,,False
1954,23,,no participó,,,,,,,,,False
1958,23,,no participó,,,,,,,,,False
1962,23,,no participó,,,,,,,,,False
1966,23,,no participó,,,,,,,,,False
1970,23,,no participó,,,,,,,,,False
1974,23,,no participó,,,,,,,,,False
1978,23,,no participó,,,,,,,,,False
1982,23,,no participó,,,,,,,,,False
1986,23,,no participó,,,,,,,,,False
1990,23,,no participó,,,,,,,,,False
1994,23,,no participó,,,,,,,,,False
1998,23,,no participó,,,,,,,,,False
2002,23,,no participó,,,,,,,,,False
2006,23,19.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,5.0,6.0,-1.0,True
2010,23,17.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,True
2014,23,21.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,4.0,5.0,-1.0,True
2018,23,,no participó,,,,,,,,,False
2022,23,,no participó,,,,,,,,,False
2026,23,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,22,,no participó,,,,,,,,,False
1934,22,,no participó,,,,,,,,,False
1938,22,,no participó,,,,,,,,,False
1950,22,,no participó,,,,,,,,,False
1954,22,,no participó,,,,,,,,,False
1958,22,,no participó,,,,,,,,,False
1962,22,,no participó,,,,,,,,,False
1966,22,,no participó,,,,,,,,,False
1970,22,,no participó,,,,,,,,,False
1974,22,,no participó,,,,,,,,,False
1978,22,,no participó,,,,,,,,,False
1982,22,,no participó,,,,,,,,,False
1986,22,,no participó,,,,,,,,,False
1990,22,13.0,Octavos de Final,4.0,4.0,2.0,0.0,2.0,4.0,6.0,-2.0,True
1994,22,,no participó,,,,,,,,,False
1998,22,,no participó,,,,,,,,,False
2002,22,19.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,5.0,6.0,-1.0,True
2006,22,31.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,3.0,9.0,-6.0,True
2010,22,,no participó,,,,,,,,,False
2014,22,8.0,Cuartos de Final,9.0,5.0,2.0,3.0,0.0,5.0,2.0,3.0,True
2018,22,29.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,5.0,-3.0,True
2022,22,27.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,3.0,11.0,-8.0,True
2026,22,,,,,,,,,,,True
1930,24,,no participó,,,,,,,,,False
1934,24,,no participó,,,,,,,,,False
1938,24,,no participó,,,,,,,,,False
1950,24,,no participó,,,,,,,,,False
1954,24,,no participó,,,,,,,,,False
1958,24,,no participó,,,,,,,,,False
1962,24,,no participó,,,,,,,,,False
1966,24,,no participó,,,,,,,,,False
1970,24,,no participó,,,,,,,,,False
1974,24,,no participó,,,,,,,,,False
1978,24,,no participó,,,,,,,,,False
1982,24,,no participó,,,,,,,,,False
1986,24,,no participó,,,,,,,,,False
1990,24,,no participó,,,,,,,,,False
1994,24,,no participó,,,,,,,,,False
1998,24,3.0,Partido 3er Puesto,15.0,7.0,5.0,0.0,2.0,11.0,5.0,6.0,True
2002,24,23.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,True
2006,24,22.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,2.0,3.0,-1.0,True
2010,24,,no participó,,,,,,,,,False
2014,24,19.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,6.0,6.0,0.0,True
2018,24,2.0,Final,14.0,7.0,4.0,2.0,1.0,14.0,9.0,5.0,True
2022,24,3.0,Partido 3er Puesto,10.0,7.0,2.0,4.0,1.0,8.0,7.0,1.0,True
2026,24,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,25,,no participó,,,,,,,,,False
1934,25,,no participó,,,,,,,,,False
1938,25,7.0,Cuartos de Final,3.0,3.0,1.0,1.0,1.0,5.0,12.0,-7.0,True
1950,25,,no participó,,,,,,,,,False
1954,25,,no participó,,,,,,,,,False
1958,25,,no participó,,,,,,,,,False
1962,25,,no participó,,,,,,,,,False
1966,25,,no participó,,,,,,,,,False
1970,25,,no participó,,,,,,,,,False
1974,25,,no participó,,,,,,,,,False
1978,25,,no participó,,,,,,,,,False
1982,25,,no participó,,,,,,,,,False
1986,25,,no participó,,,,,,,,,False
1990,25,,no participó,,,,,,,,,False
1994,25,,no participó,,,,,,,,,False
1998,25,,no participó,,,,,,,,,False
2002,25,,no participó,,,,,,,,,False
2006,25,,no participó,,,,,,,,,False
2010,25,,no participó,,,,,,,,,False
2014,25,,no participó,,,,,,,,,False
2018,25,,no participó,,,,,,,,,False
2022,25,,no participó,,,,,,,,,False
2026,25,,no participó,,,,,,,,,False
1930,26,,no participó,,,,,,,,,False
1934,26,,no participó,,,,,,,,,False
1938,26,,no participó,,,,,,,,,False
1950,26,,no participó,,,,,,,,,False
1954,26,,no participó,,,,,,,,,False
1958,26,,no participó,,,,,,,,,False
1962,26,,no participó,,,,,,,,,False
1966,26,,no participó,,,,,,,,,False
1970,26,,no participó,,,,,,,,,False
1974,26,,no participó,,,,,,,,,False
1978,26,,no participó,,,,,,,,,False
1982,26,,no participó,,,,,,,,,False
1986,26,,no participó,,,,,,,,,False
1990,26,,no participó,,,,,,,,,False
1994,26,,no participó,,,,,,,,,False
1998,26,,no participó,,,,,,,,,False
2002,26,,no participó,,,,,,,,,False
2006,26,,no participó,,,,,,,,,False
2010,26,,no participó,,,,,,,,,False
2014,26,,no participó,,,,,,,,,False
2018,26,,no participó,,,,,,,,,False
2022,26,,no participó,,,,,,,,,False
2026,26,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,27,,no participó,,,,,,,,,False
1934,27,,no participó,,,,,,,,,False
1938,27,,no participó,,,,,,,,,False
1950,27,,no participó,,,,,,,,,False
1954,27,,no participó,,,,,,,,,False
1958,27,,no participó,,,,,,,,,False
1962,27,,no participó,,,,,,,,,False
1966,27,,no participó,,,,,,,,,False
1970,27,,no participó,,,,,,,,,False
1974,27,,no participó,,,,,,,,,False
1978,27,,no participó,,,,,,,,,False
1982,27,,no participó,,,,,,,,,False
1986,27,9.0,Octavos de Final,6.0,4.0,3.0,0.0,1.0,10.0,6.0,4.0,True
1990,27,,no participó,,,,,,,,,False
1994,27,,no participó,,,,,,,,,False
1998,27,8.0,Cuartos de Final,7.0,5.0,2.0,1.0,2.0,9.0,7.0,2.0,True
2002,27,10.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,5.0,5.0,0.0,True
2006,27,,no participó,,,,,,,,,False
2010,27,24.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,3.0,6.0,-3.0,True
2014,27,,no participó,,,,,,,,,False
2018,27,11.0,Octavos de Final,6.0,4.0,1.0,3.0,0.0,3.0,2.0,1.0,True
2022,27,28.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,True
2026,27,,,,,,,,,,,True
1930,28,,no participó,,,,,,,,,False
1934,28,,no participó,,,,,,,,,False
1938,28,,no participó,,,,,,,,,False
1950,28,,no participó,,,,,,,,,False
1954,28,,no participó,,,,,,,,,False
1958,28,,no participó,,,,,,,,,False
1962,28,,no participó,,,,,,,,,False
1966,28,,no participó,,,,,,,,,False
1970,28,,no participó,,,,,,,,,False
1974,28,,no participó,,,,,,,,,False
1978,28,,no participó,,,,,,,,,False
1982,28,,no participó,,,,,,,,,False
1986,28,,no participó,,,,,,,,,False
1990,28,,no participó,,,,,,,,,False
1994,28,,no participó,,,,,,,,,False
1998,28,,no participó,,,,,,,,,False
2002,28,24.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,True
2006,28,12.0,Octavos de Final,6.0,4.0,2.0,0.0,2.0,5.0,4.0,1.0,True
2010,28,,no participó,,,,,,,,,False
2014,28,17.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,True
2018,28,,no participó,,,,,,,,,False
2022,28,18.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,True
2026,28,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,29,,no participó,,,,,,,,,False
1934,29,13.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,2.0,4.0,-2.0,True
1938,29,,no participó,,,,,,,,,False
1950,29,,no participó,,,,,,,,,False
1954,29,,no participó,,,,,,,,,False
1958,29,,no participó,,,,,,,,,False
1962,29,,no participó,,,,,,,,,False
1966,29,,no participó,,,,,,,,,False
1970,29,,no participó,,,,,,,,,False
1974,29,,no participó,,,,,,,,,False
1978,29,,no participó,,,,,,,,,False
1982,29,,no participó,,,,,,,,,False
1986,29,,no participó,,,,,,,,,False
1990,29,20.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,1.0,2.0,-1.0,True
1994,29,,no participó,,,,,,,,,False
1998,29,,no participó,,,,,,,,,False
2002,29,,no participó,,,,,,,,,False
2006,29,,no participó,,,,,,,,,False
2010,29,,no participó,,,,,,,,,False
2014,29,,no participó,,,,,,,,,False
2018,29,31.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,6.0,-4.0,True
2022,29,,no participó,,,,,,,,,False
2026,29,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,30,,no participó,,,,,,,,,False
1934,30,,no participó,,,,,,,,,False
1938,30,,no participó,,,,,,,,,False
1950,30,,no participó,,,,,,,,,False
1954,30,,no participó,,,,,,,,,False
1958,30,,no participó,,,,,,,,,False
1962,30,,no participó,,,,,,,,,False
1966,30,,no participó,,,,,,,,,False
1970,30,16.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,0.0,9.0,-9.0,True
1974,30,,no participó,,,,,,,,,False
1978,30,,no participó,,,,,,,,,False
1982,30,24.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,13.0,-12.0,True
1986,30,,no participó,,,,,,,,,False
1990,30,,no participó,,,,,,,,,False
1994,30,,no participó,,,,,,,,,False
1998,30,,no participó,,,,,,,,,False
2002,30,,no participó,,,,,,,,,False
2006,30,,no participó,,,,,,,,,False
2010,30,,no participó,,,,,,,,,False
2014,30,,no participó,,,,,,,,,False
2018,30,,no participó,,,,,,,,,False
2022,30,,no participó,,,,,,,,,False
2026,30,,no participó,,,,,,,,,False
1930,31,,no participó,,,,,,,,,False
1934,31,,no participó,,,,,,,,,False
1938,31,,no participó,,,,,,,,,False
1950,31,,no participó,,,,,,,,,False
1954,31,,no participó,,,,,,,,,False
1958,31,,no participó,,,,,,,,,False
1962,31,,no participó,,,,,,,,,False
1966,31,,no participó,,,,,,,,,False
1970,31,,no participó,,,,,,,,,False
1974,31,,no participó,,,,,,,,,False
1978,31,,no participó,,,,,,,,,False
1982,31,,no participó,,,,,,,,,False
1986,31,,no participó,,,,,,,,,False
1990,31,24.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,11.0,-9.0,True
1994,31,,no participó,,,,,,,,,False
1998,31,,no participó,,,,,,,,,False
2002,31,,no participó,,,,,,,,,False
2006,31,,no participó,,,,,,,,,False
2010,31,,no participó,,,,,,,,,False
2014,31,,no participó,,,,,,,,,False
2018,31,,no participó,,,,,,,,,False
2022,31,,no participó,,,,,,,,,False
2026,31,,,,,,,,,,,True
1930,32,,no participó,,,,,,,,,False
1934,32,,no participó,,,,,,,,,False
1938,32,,no participó,,,,,,,,,False
1950,32,,no participó,,,,,,,,,False
1954,32,15.0,Grupos 1ra Ronda,0.0,2.0,0.0,0.0,2.0,0.0,8.0,-8.0,True
1958,32,14.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,True
1962,32,,no participó,,,,,,,,,False
1966,32,,no participó,,,,,,,,,False
1970,32,,no participó,,,,,,,,,False
1974,32,9.0,Grupos 1ra Ronda,4.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,True
1978,32,11.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,5.0,6.0,-1.0,True
1982,32,15.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,8.0,8.0,0.0,True
1986,32,19.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,True
1990,32,18.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,True
1994,32,,no participó,,,,,,,,,False
1998,32,27.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,True
2002,32,,no participó,,,,,,,,,False
2006,32,,no participó,,,,,,,,,False
2010,32,,no participó,,,,,,,,,False
2014,32,,no participó,,,,,,,,,False
2018,32,,no participó,,,,,,,,,False
2022,32,,no participó,,,,,,,,,False
2026,32,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,33,,no participó,,,,,,,,,False
1934,33,,no participó,,,,,,,,,False
1938,33,,no participó,,,,,,,,,False
1950,33,,no participó,,,,,,,,,False
1954,33,,no participó,,,,,,,,,False
1958,33,,no participó,,,,,,,,,False
1962,33,,no participó,,,,,,,,,False
1966,33,,no participó,,,,,,,,,False
1970,33,,no participó,,,,,,,,,False
1974,33,,no participó,,,,,,,,,False
1978,33,,no participó,,,,,,,,,False
1982,33,,no participó,,,,,,,,,False
1986,33,,no participó,,,,,,,,,False
1990,33,,no participó,,,,,,,,,False
1994,33,,no participó,,,,,,,,,False
1998,33,,no participó,,,,,,,,,False
2002,33,,no participó,,,,,,,,,False
2006,33,,no participó,,,,,,,,,False
2010,33,16.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,5.0,7.0,-2.0,True
2014,33,,no participó,,,,,,,,,False
2018,33,,no participó,,,,,,,,,False
2022,33,,no participó,,,,,,,,,False
2026,33,,,,,,,,,,,True
1930,34,,no participó,,,,,,,,,False
1934,34,,no participó,,,,,,,,,False
1938,34,,no participó,,,,,,,,,False
1950,34,,no participó,,,,,,,,,False
1954,34,,no participó,,,,,,,,,False
1958,34,,no participó,,,,,,,,,False
1962,34,,no participó,,,,,,,,,False
1966,34,,no participó,,,,,,,,,False
1970,34,,no participó,,,,,,,,,False
1974,34,,no participó,,,,,,,,,False
1978,34,,no participó,,,,,,,,,False
1982,34,,no participó,,,,,,,,,False
1986,34,,no participó,,,,,,,,,False
1990,34,,no participó,,,,,,,,,False
1994,34,,no participó,,,,,,,,,False
1998,34,,no participó,,,,,,,,,False
2002,34,30.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,True
2006,34,,no participó,,,,,,,,,False
2010,34,18.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,True
2014,34,,no participó,,,,,,,,,False
2018,34,,no participó,,,,,,,,,False
2022,34,,no participó,,,,,,,,,False
2026,34,,,,,,,,,,,True
1930,35,,no participó,,,,,,,,,False
1934,35,5.0,Cuartos de Final,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,True
1938,35,,no participó,,,,,,,,,False
1950,35,4.0,Ronda Final,7.0,6.0,3.0,1.0,2.0,10.0,12.0,-2.0,True
1954,35,,no participó,,,,,,,,,False
1958,35,,no participó,,,,,,,,,False
1962,35,12.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,True
1966,35,10.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,5.0,-1.0,True
1970,35,,no participó,,,,,,,,,False
1974,35,,no participó,,,,,,,,,False
1978,35,10.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,True
1982,35,12.0,Grupos 2da Ronda,4.0,5.0,1.0,2.0,2.0,4.0,5.0,-1.0,True
1986,35,7.0,Cuartos de Final,7.0,5.0,3.0,1.0,1.0,11.0,4.0,7.0,True
1990,35,10.0,Octavos de Final,5.0,4.0,2.0,1.0,1.0,6.0,4.0,2.0,True
1994,35,8.0,Cuartos de Final,8.0,5.0,2.0,2.0,1.0,10.0,6.0,4.0,True
1998,35,17.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,8.0,4.0,4.0,True
2002,35,5.0,Cuartos de Final,11.0,5.0,3.0,2.0,0.0,10.0,5.0,5.0,True
2006,35,9.0,Octavos de Final,9.0,4.0,3.0,0.0,1.0,9.0,4.0,5.0,True
2010,35,1.0,Final,18.0,7.0,6.0,0.0,1.0,8.0,2.0,6.0,True
2014,35,23.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,4.0,7.0,-3.0,True
2018,35,10.0,Octavos de Final,6.0,4.0,1.0,3.0,0.0,7.0,6.0,1.0,True
2022,35,13.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,9.0,3.0,6.0,True
2026,35,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,36,3.0,Partido 3er Puesto,4.0,3.0,2.0,0.0,1.0,7.0,6.0,1.0,True
1934,36,16.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,1.0,7.0,-6.0,True
1938,36,,no participó,,,,,,,,,False
1950,36,10.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,8.0,-4.0,True
1954,36,,no participó,,,,,,,,,False
1958,36,,no participó,,,,,,,,,False
1962,36,,no participó,,,,,,,,,False
1966,36,,no participó,,,,,,,,,False
1970,36,,no participó,,,,,,,,,False
1974,36,,no participó,,,,,,,,,False
1978,36,,no participó,,,,,,,,,False
1982,36,,no participó,,,,,,,,,False
1986,36,,no participó,,,,,,,,,False
1990,36,23.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,True
1994,36,14.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,3.0,4.0,-1.0,True
1998,36,32.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,5.0,-4.0,True
2002,36,8.0,Cuartos de Final,7.0,5.0,2.0,1.0,2.0,7.0,7.0,0.0,True
2006,36,25.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,True
2010,36,12.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,5.0,5.0,0.0,True
2014,36,15.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,5.0,6.0,-1.0,True
2018,36,,no participó,,,,,,,,,False
2022,36,14.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,3.0,4.0,-1.0,True
2026,36,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,37,7.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,True
1934,37,9.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-1.0,True
1938,37,8.0,Cuartos de Final,2.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,True
1950,37,,no participó,,,,,,,,,False
1954,37,9.0,Grupos 1ra Ronda,2.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,True
1958,37,3.0,Partido 3er Puesto,8.0,6.0,4.0,0.0,2.0,23.0,15.0,8.0,True
1962,37,,no participó,,,,,,,,,False
1966,37,13.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,5.0,-3.0,True
1970,37,,no participó,,,,,,,,,False
1974,37,,no participó,,,,,,,,,False
1978,37,12.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,5.0,5.0,0.0,True
1982,37,4.0,Partido 3er Puesto,8.0,7.0,3.0,2.0,2.0,16.0,12.0,4.0,True
1986,37,3.0,Partido 3er Puesto,10.0,7.0,4.0,2.0,1.0,12.0,6.0,6.0,True
1990,37,,no participó,,,,,,,,,False
1994,37,,no participó,,,,,,,,,False
1998,37,1.0,Final,19.0,7.0,6.0,1.0,0.0,15.0,2.0,13.0,True
2002,37,28.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,0.0,3.0,-3.0,True
2006,37,2.0,Final,15.0,7.0,4.0,3.0,0.0,9.0,3.0,6.0,True
2010,37,29.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,True
2014,37,7.0,Cuartos de Final,10.0,5.0,3.0,1.0,1.0,10.0,3.0,7.0,True
2018,37,1.0,Final,19.0,7.0,6.0,1.0,0.0,14.0,6.0,8.0,True
2022,37,2.0,Final,16.0,7.0,5.0,1.0,1.0,16.0,8.0,8.0,True
2026,37,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,38,,no participó,,,,,,,,,False
1934,38,,no participó,,,,,,,,,False
1938,38,,no participó,,,,,,,,,False
1950,38,,no participó,,,,,,,,,False
1954,38,,no participó,,,,,,,,,False
1958,38,5.0,Cuartos de Final,5.0,5.0,1.0,3.0,1.0,4.0,4.0,0.0,True
1962,38,,no participó,,,,,,,,,False
1966,38,,no participó,,,,,,,,,False
1970,38,,no participó,,,,,,,,,False
1974,38,,no participó,,,,,,,,,False
1978,38,,no participó,,,,,,,,,False
1982,38,,no participó,,,,,,,,,False
1986,38,,no participó,,,,,,,,,False
1990,38,,no participó,,,,,,,,,False
1994,38,,no participó,,,,,,,,,False
1998,38,,no participó,,,,,,,,,False
2002,38,,no participó,,,,,,,,,False
2006,38,,no participó,,,,,,,,,False
2010,38,,no participó,,,,,,,,,False
2014,38,,no participó,,,,,,,,,False
2018,38,,no participó,,,,,,,,,False
2022,38,30.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,6.0,-5.0,True
2026,38,,,,,,,,,,,True
1930,39,,no participó,,,,,,,,,False
1934,39,,no participó,,,,,,,,,False
1938,39,,no participó,,,,,,,,,False
1950,39,,no participó,,,,,,,,,False
1954,39,,no participó,,,,,,,,,False
1958,39,,no participó,,,,,,,,,False
1962,39,,no participó,,,,,,,,,False
1966,39,,no participó,,,,,,,,,False
1970,39,,no participó,,,,,,,,,False
1974,39,,no participó,,,,,,,,,False
1978,39,,no participó,,,,,,,,,False
1982,39,,no participó,,,,,,,,,False
1986,39,,no participó,,,,,,,,,False
1990,39,,no participó,,,,,,,,,False
1994,39,,no participó,,,,,,,,,False
1998,39,,no participó,,,,,,,,,False
2002,39,,no participó,,,,,,,,,False
2006,39,13.0,Octavos de Final,6.0,4.0,2.0,0.0,2.0,4.0,6.0,-2.0,True
2010,39,7.0,Cuartos de Final,8.0,5.0,2.0,2.0,1.0,5.0,4.0,1.0,True
2014,39,25.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,True
2018,39,,no participó,,,,,,,,,False
2022,39,24.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,5.0,7.0,-2.0,True
2026,39,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,40,,no participó,,,,,,,,,False
1934,40,,no participó,,,,,,,,,False
1938,40,,no participó,,,,,,,,,False
1950,40,,no participó,,,,,,,,,False
1954,40,,no participó,,,,,,,,,False
1958,40,,no participó,,,,,,,,,False
1962,40,,no participó,,,,,,,,,False
1966,40,,no participó,,,,,,,,,False
1970,40,,no participó,,,,,,,,,False
1974,40,,no participó,,,,,,,,,False
1978,40,,no participó,,,,,,,,,False
1982,40,,no participó,,,,,,,,,False
1986,40,,no participó,,,,,,,,,False
1990,40,,no participó,,,,,,,,,False
1994,40,24.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,0.0,10.0,-10.0,True
1998,40,,no participó,,,,,,,,,False
2002,40,,no participó,,,,,,,,,False
2006,40,,no participó,,,,,,,,,False
2010,40,25.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,5.0,-3.0,True
2014,40,13.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,3.0,5.0,-2.0,True
2018,40,,no participó,,,,,,,,,False
2022,40,,no participó,,,,,,,,,False
2026,40,,no participó,,,,,,,,,False
1930,41,,no participó,,,,,,,,,False
1934,41,,no participó,,,,,,,,,False
1938,41,,no participó,,,,,,,,,False
1950,41,,no participó,,,,,,,,,False
1954,41,,no participó,,,,,,,,,False
1958,41,,no participó,,,,,,,,,False
1962,41,,no participó,,,,,,,,,False
